doc_type,doc_no,date,entity,unit,buyer,product,qty_kg,hsn,amount,source_zip,source_pdf,page
INV,CND/26-27/807,13-May-26,CFPL,W-202,Nature’s Basket Limited (NW08),Natures Almond Reg 500 Gm ( 1411652 ),58.5000,08021200,53422.20,130526.zip,130526\Natures [CFPL] {807} (13th May).pdf,1
INV,CND/26-27/807,13-May-26,CFPL,W-202,Nature’s Basket Limited (NW08),Ha Pinenut 100g ( 1340543),11.9000,08134090,63485.31,130526.zip,130526\Natures [CFPL] {807} (13th May).pdf,1
INV,CND/26-27/807,13-May-26,CFPL,W-202,Nature’s Basket Limited (NW08),Natures Cashew Split 200g (1356008),4.2000,08013220,4109.91,130526.zip,130526\Natures [CFPL] {807} (13th May).pdf,1
INV,CND/26-27/807,13-May-26,CFPL,W-202,Nature’s Basket Limited (NW08),NATURES FIGS 250GM ( 1357008),24.0000,08042090,55243.20,130526.zip,130526\Natures [CFPL] {807} (13th May).pdf,1
INV,CND/26-27/807,13-May-26,CFPL,W-202,Nature’s Basket Limited (NW08),Ha Hazulnut 250g ( 1340531),24.0000,08022200,61471.68,130526.zip,130526\Natures [CFPL] {807} (13th May).pdf,1
INV,CND/26-27/807,13-May-26,CFPL,W-202,Nature’s Basket Limited (NW08),Natures Raisin 250g ( 1340519),19.7500,08062010,18444.13,130526.zip,130526\Natures [CFPL] {807} (13th May).pdf,1
INV,CND/26-27/799,13-May-26,CFPL,OTHER,Reliance Retail Limited,PL TURKEY APRICOTS 200G,40.0000,08131000,46488.00,130526.zip,130526\RRL [CFPL] {799} (13th May).pdf,1
INV,CND/26-27/799,13-May-26,CFPL,OTHER,Reliance Retail Limited,PL CALIFORNIA PRUNES 200G,16.0000,08132000,10230.40,130526.zip,130526\RRL [CFPL] {799} (13th May).pdf,1
INV,CND/26-27/799,13-May-26,CFPL,OTHER,Reliance Retail Limited,PL CLASSIC DATES 500G,264.0000,08041020,44748.00,130526.zip,130526\RRL [CFPL] {799} (13th May).pdf,1
INV,CND/26-27/799,13-May-26,CFPL,OTHER,Reliance Retail Limited,PL SLICED CRANBERRIES 100G,8.0000,20089300,4108.80,130526.zip,130526\RRL [CFPL] {799} (13th May).pdf,1
INV,CND/26-27/799,13-May-26,CFPL,OTHER,Reliance Retail Limited,PL DRIED BLUEBERRIES 100G,16.0000,20089919,21784.00,130526.zip,130526\RRL [CFPL] {799} (13th May).pdf,1
INV,CND/26-27/800,13-May-26,CFPL,W-202,Reliance Retail Limited (Navi Mumbai),PL TURKEY APRICOTS 200G,8.0000,08131000,9297.60,130526.zip,130526\RRL [CFPL] {800} (13th May).pdf,1
INV,CND/26-27/800,13-May-26,CFPL,W-202,Reliance Retail Limited (Navi Mumbai),PL CALIFORNIA PRUNES 200G,16.0000,08132000,10230.40,130526.zip,130526\RRL [CFPL] {800} (13th May).pdf,1
INV,CND/26-27/800,13-May-26,CFPL,W-202,Reliance Retail Limited (Navi Mumbai),PL DRIED BLUEBERRIES 100G,8.0000,20089919,10892.00,130526.zip,130526\RRL [CFPL] {800} (13th May).pdf,1
INV,CND/26-27/800,13-May-26,CFPL,W-202,Reliance Retail Limited (Navi Mumbai),AL BARAKAH FARD DATES PREMIUM - 500g,64.0000,08041020,16551.68,130526.zip,130526\RRL [CFPL] {800} (13th May).pdf,1
INV,CND/26-27/801,13-May-26,CFPL,OTHER,Reliance Retail Limited (Navi Mumbai),PL TURKEY APRICOTS 200G,16.0000,08131000,18595.20,130526.zip,130526\RRL [CFPL] {801} (13th May).pdf,1
INV,CND/26-27/801,13-May-26,CFPL,OTHER,Reliance Retail Limited (Navi Mumbai),PL CALIFORNIA PRUNES 200G,16.0000,08132000,10230.40,130526.zip,130526\RRL [CFPL] {801} (13th May).pdf,1
INV,CND/26-27/801,13-May-26,CFPL,OTHER,Reliance Retail Limited (Navi Mumbai),PL CLASSIC DATES 500G,120.0000,08041020,20340.00,130526.zip,130526\RRL [CFPL] {801} (13th May).pdf,1
INV,CND/26-27/801,13-May-26,CFPL,OTHER,Reliance Retail Limited (Navi Mumbai),PL SLICED CRANBERRIES 100G,8.0000,20089300,4108.80,130526.zip,130526\RRL [CFPL] {801} (13th May).pdf,1
INV,CND/26-27/801,13-May-26,CFPL,OTHER,Reliance Retail Limited (Navi Mumbai),PL DRIED BLUEBERRIES 100G,8.0000,20089919,10892.00,130526.zip,130526\RRL [CFPL] {801} (13th May).pdf,1
INV,CND/26-27/801,13-May-26,CFPL,OTHER,Reliance Retail Limited (Navi Mumbai),AL BARAKAH FARD DATES PREMIUM - 500g,48.0000,08041020,12413.76,130526.zip,130526\RRL [CFPL] {801} (13th May).pdf,1
INV,CND/26-27/802,13-May-26,CFPL,W-202,RELIANCE RETAIL LIMITED,PL TURKEY APRICOTS 200G,16.0000,08131000,18595.20,130526.zip,130526\RRL [CFPL] {802} (13th May).pdf,1
INV,CND/26-27/802,13-May-26,CFPL,W-202,RELIANCE RETAIL LIMITED,PL CLASSIC DATES 500G,104.0000,08041020,17628.00,130526.zip,130526\RRL [CFPL] {802} (13th May).pdf,1
INV,CND/26-27/802,13-May-26,CFPL,W-202,RELIANCE RETAIL LIMITED,AL BARAKAH FARD DATES PREMIUM - 500g,32.0000,08041020,8275.84,130526.zip,130526\RRL [CFPL] {802} (13th May).pdf,1
INV,CND/26-27/803,13-May-26,CFPL,OTHER,RELIANCE RETAIL LIMITED,PL CALIFORNIA PRUNES 200G,16.0000,08132000,10230.40,130526.zip,130526\RRL [CFPL] {803} (13th May).pdf,1
INV,CND/26-27/803,13-May-26,CFPL,OTHER,RELIANCE RETAIL LIMITED,PL CLASSIC DATES 500G,72.0000,08041020,12204.00,130526.zip,130526\RRL [CFPL] {803} (13th May).pdf,1
INV,CND/26-27/803,13-May-26,CFPL,OTHER,RELIANCE RETAIL LIMITED,PL SLICED CRANBERRIES 100G,8.0000,20089300,4108.80,130526.zip,130526\RRL [CFPL] {803} (13th May).pdf,1
INV,CND/26-27/803,13-May-26,CFPL,OTHER,RELIANCE RETAIL LIMITED,AL BARAKAH FARD DATES PREMIUM - 500g,64.0000,08041020,16551.68,130526.zip,130526\RRL [CFPL] {803} (13th May).pdf,1
CN,CD/CN/26-27/19,13-May-26,CDPL,W-202,Sarah International,Al Barakah Fard Dates,230.0000,08041020,43700.00,130526.zip,130526\Sarah [CDPL] {CN19} (13th May) [Not Final].pdf,1
CN,CF/CN/26-27/71,13-May-26,CFPL,W-202,Sarah International,Al Barakah Fard Dates,500.0000,08041020,95000.00,130526.zip,130526\Sarah [CFPL] {CN71} (13th May) [Not Final].pdf,1
INV,CND/26-27/818,13-May-26,CFPL,W-202,SIDDHI TRADING CO.,Afghan Black Raisins,1.0000,08062010,400.00,130526.zip,130526\SIDDHI TRADING CO. [CFPL] {818} (13th May).pdf,1
INV,CND/26-27/818,13-May-26,CFPL,W-202,SIDDHI TRADING CO.,Chatpata Cranberry,0.2500,20089999,112.50,130526.zip,130526\SIDDHI TRADING CO. [CFPL] {818} (13th May).pdf,1
INV,CND/26-27/818,13-May-26,CFPL,W-202,SIDDHI TRADING CO.,BLACK PEPPER CASHEW,0.2500,20081910,212.50,130526.zip,130526\SIDDHI TRADING CO. [CFPL] {818} (13th May).pdf,1
INV,CND/26-27/818,13-May-26,CFPL,W-202,SIDDHI TRADING CO.,Masala Cashew,0.2500,20081910,212.50,130526.zip,130526\SIDDHI TRADING CO. [CFPL] {818} (13th May).pdf,1
INV,CND/26-27/818,13-May-26,CFPL,W-202,SIDDHI TRADING CO.,Roasted & Salted,0.2500,20081930,207.50,130526.zip,130526\SIDDHI TRADING CO. [CFPL] {818} (13th May).pdf,1
INV,CND/26-27/797,13-May-26,CFPL,W-202,Vansh Exim F 52,Zorro Maple Glazed Pecans 100g,0.3000,20081930,724.59,130526.zip,130526\Vansh Exim [CFPL] {797} (13th May).pdf,1
INV,CND/26-27/819,13-May-26,CFPL,W-202,Vansh Exim F 52,Indian Green Raisins,1500.0000,08062010,543000.00,130526.zip,130526\Vansh Exim [CFPL] {819} (13th May).pdf,1
INV,CND/26-27/701,12-May-26,CFPL,OTHER,Avenue E-Commerce Ltd,AL BARAKAH DATES SYRUP (400G Packing),0.0000,20079990,1960.00,130526.zip,130526\Old Invoices\Avenue [CFPL] {701} (07th May).pdf,1
INV,CND/26-27/701,12-May-26,CFPL,OTHER,Avenue E-Commerce Ltd,AL BARAKAH MEDJOUL DATES 500gm,10.0000,08041020,10600.20,130526.zip,130526\Old Invoices\Avenue [CFPL] {701} (07th May).pdf,1
INV,CND/26-27/701,12-May-26,CFPL,OTHER,Avenue E-Commerce Ltd,King Solomon Medjoul Dates 500 Gms,8.0000,08041020,9440.00,130526.zip,130526\Old Invoices\Avenue [CFPL] {701} (07th May).pdf,1
INV,CND/26-27/701,12-May-26,CFPL,OTHER,Avenue E-Commerce Ltd,AL BARAKAH FARD DATES PREMIUM - 500g,10.0000,08041020,3260.00,130526.zip,130526\Old Invoices\Avenue [CFPL] {701} (07th May).pdf,1
INV,CND/26-27/702,12-May-26,CFPL,W-202,Avenue E-Commerce Ltd,King Solomon Medjoul Dates 500 Gms,16.0000,08041020,18880.00,130526.zip,130526\Old Invoices\Avenue [CFPL] {702} (07th May).pdf,1
INV,CND/26-27/702,12-May-26,CFPL,W-202,Avenue E-Commerce Ltd,AL BARAKAH FARD DATES PREMIUM - 500g,6.0000,08041020,1956.00,130526.zip,130526\Old Invoices\Avenue [CFPL] {702} (07th May).pdf,1
INV,CND/26-27/702,12-May-26,CFPL,W-202,Avenue E-Commerce Ltd,King Solomon Oriental Dates 250g,6.0000,08041020,2640.00,130526.zip,130526\Old Invoices\Avenue [CFPL] {702} (07th May).pdf,1
INV,CND/26-27/702,12-May-26,CFPL,W-202,Avenue E-Commerce Ltd,AL BARAKAH SAFAVI DATES 500gm,6.0000,08041020,3480.00,130526.zip,130526\Old Invoices\Avenue [CFPL] {702} (07th May).pdf,1
INV,CDPL/26-27/72,12-May-26,CDPL,W-202,HEALTHY CRUMBS PRIVATE LIMITED,Al Barakah Date Powder,80.0000,11063090,31200.00,130526.zip,130526\Old Invoices\Healthy Crumbs [CDPL] {72} (12th May).pdf,1
INV,CND/26-27/794,12-May-26,CFPL,W-202,Handful of Health Private Limited,Medjoul Dates Premium,28.0000,08041020,51800.00,130526.zip,130526\Old Invoices\HOH [CFPL] {PO00159} [794] (12th May).pdf,1
CN,CF/CN/26-27/70,12-May-26,CFPL,W-202,KHAJUR HOUSE,AL BARAKAH MEDJOOL WET DATES PREMIUM,0.0000,08041020,274000.00,130526.zip,130526\Old Invoices\KHAJUR HOUSE [CFPL] {CN70} (12th May).pdf,1
CN,CF/CN/26-27/74,14-May-26,CFPL,W-202,ALIGN RETAIL TRADES PVT LTD,California Pista Inshell,6.4200,20081930,6864.26,140526.zip,140526\ALIGN {CN74}.pdf,1
INV,CDPL/26-27/78,14-May-26,CDPL,W-202,Basil Trading,Al Barakah Date Powder,500.0000,20089999,172500.00,140526.zip,140526\Basil Trading [CDPL] {78} (14th May).pdf,1
INV,CDPL/26-27/79,14-May-26,CDPL,W-202,Basil Trading,Al Barakah Date Powder,360.0000,20089999,124200.00,140526.zip,140526\Basil Trading [CDPL] {79} (14th May).pdf,1
INV,CDPL/26-27/80,14-May-26,CDPL,W-202,BEES DROP,Al Barakah Date Powder,30.0000,11063090,11400.00,140526.zip,140526\BEES DROP [CDPL] {80} (14th May).pdf,1
INV,CND/26-27/824,14-May-26,CFPL,W-202,Chenab Impex Private Limited,Dried Cranberry Whole,113.4000,20089300,63504.00,140526.zip,140526\Chenab Impex [CFPL] {824} (14th May).pdf,1
INV,CND/26-27/837,14-May-26,CFPL,W-202,Avenue Supermarts Limited,Healthy Choice Roasted Sunflower Seeds 100 g,100.0000,20081920,20601.90,140526.zip,140526\D-Mart {837} [Not Final].pdf,1
INV,CND/26-27/837,14-May-26,CFPL,W-202,Avenue Supermarts Limited,Healthy Choice Roasted Pumpkin Seeds 100 g,125.0000,20081920,56986.88,140526.zip,140526\D-Mart {837} [Not Final].pdf,1
INV,CND/26-27/837,14-May-26,CFPL,W-202,Avenue Supermarts Limited,Healthy Choice Roasted Watermelon Seeds 100 g,150.0000,20081920,98158.50,140526.zip,140526\D-Mart {837} [Not Final].pdf,1
INV,CND/26-27/837,14-May-26,CFPL,W-202,Avenue Supermarts Limited,Healthy Choice Chia Seeds 100 g,50.0000,20081930,12780.90,140526.zip,140526\D-Mart {837} [Not Final].pdf,1
INV,CND/26-27/837,14-May-26,CFPL,W-202,Avenue Supermarts Limited,Healthy Choice Roasted Sunflower Seeds 200 g,250.0000,20081920,48670.88,140526.zip,140526\D-Mart {837} [Not Final].pdf,1
INV,CND/26-27/837,14-May-26,CFPL,W-202,Avenue Supermarts Limited,Healthy Choice Roasted Pumpkin Seeds 200 g,200.0000,20081920,88921.80,140526.zip,140526\D-Mart {837} [Not Final].pdf,1
INV,CND/26-27/837,14-May-26,CFPL,W-202,Avenue Supermarts Limited,Healthy Choice Roasted Watermelon Seeds 200 g,200.0000,20081920,128620.80,140526.zip,140526\D-Mart {837} [Not Final].pdf,1
INV,CND/26-27/837,14-May-26,CFPL,W-202,Avenue Supermarts Limited,Healthy Choice 5 in 1 Seeds Mix 200gm,150.0000,20081990,49732.65,140526.zip,140526\D-Mart {837} [Not Final].pdf,1
INV,CND/26-27/838,14-May-26,CFPL,W-202,Avenue Supermarts Limited,Dried Cranberry 100gm,36.0000,20089300,22428.25,140526.zip,140526\D-Mart {838} [Not Final].pdf,1
INV,CND/26-27/838,14-May-26,CFPL,W-202,Avenue Supermarts Limited,Dried Blueberry 100gm,36.0000,20060000,52964.60,140526.zip,140526\D-Mart {838} [Not Final].pdf,1
INV,CND/26-27/839,14-May-26,CFPL,W-202,Avenue Supermarts Limited,Premia Breakfast Mix 100g (100005226),50.0000,20081990,35001.45,140526.zip,140526\D-Mart {839} [Not Final].pdf,1
INV,CND/26-27/839,14-May-26,CFPL,W-202,Avenue Supermarts Limited,Premia Nuts & Seeds Mix 100g (100005422),50.0000,20081990,29883.15,140526.zip,140526\D-Mart {839} [Not Final].pdf,1
INV,CND/26-27/839,14-May-26,CFPL,W-202,Avenue Supermarts Limited,Premia Trail Mix 100g ( 100005227),50.0000,20081990,44896.50,140526.zip,140526\D-Mart {839} [Not Final].pdf,1
INV,CND/26-27/841,14-May-26,CFPL,W-202,Avenue Supermarts Limited ( Nashik ),Healthy Choice Roasted Sunflower Seeds 100 g,250.0000,20081920,54969.75,140526.zip,140526\D-Mart {841}.pdf,1
INV,CND/26-27/841,14-May-26,CFPL,W-202,Avenue Supermarts Limited ( Nashik ),Healthy Choice Roasted Pumpkin Seeds 100 g,400.0000,20081920,187902.00,140526.zip,140526\D-Mart {841}.pdf,1
INV,CND/26-27/841,14-May-26,CFPL,W-202,Avenue Supermarts Limited ( Nashik ),Healthy Choice Roasted Watermelon Seeds 100 g,100.0000,20081920,66825.00,140526.zip,140526\D-Mart {841}.pdf,1
INV,CND/26-27/841,14-May-26,CFPL,W-202,Avenue Supermarts Limited ( Nashik ),Healthy Choice Chia Seeds 100 g,600.0000,20081930,161686.80,140526.zip,140526\D-Mart {841}.pdf,1
INV,CND/26-27/841,14-May-26,CFPL,W-202,Avenue Supermarts Limited ( Nashik ),Healthy Choice Roasted Pumpkin Seeds 200 g,350.0000,20081920,160464.15,140526.zip,140526\D-Mart {841}.pdf,1
INV,CND/26-27/842,14-May-26,CFPL,W-202,Avenue Supermarts Limited ( Nashik ),Dried Cranberry 100gm,72.0000,20089300,44856.50,140526.zip,140526\D-Mart {842}.pdf,1
INV,CND/26-27/842,14-May-26,CFPL,W-202,Avenue Supermarts Limited ( Nashik ),Dried Blueberry 100gm,48.0000,20060000,70619.47,140526.zip,140526\D-Mart {842}.pdf,1
INV,CND/26-27/843,14-May-26,CFPL,W-202,Avenue Supermarts Limited ( Nashik ),Premia Breakfast Mix 100g (100005226),50.0000,20081990,35001.45,140526.zip,140526\D-Mart {843}.pdf,1
INV,CND/26-27/843,14-May-26,CFPL,W-202,Avenue Supermarts Limited ( Nashik ),Premia Nuts & Seeds Mix 100g (100005422),100.0000,20081990,59766.30,140526.zip,140526\D-Mart {843}.pdf,1
INV,CND/26-27/843,14-May-26,CFPL,W-202,Avenue Supermarts Limited ( Nashik ),Premia Trail Mix 100g ( 100005227),50.0000,20081990,44896.50,140526.zip,140526\D-Mart {843}.pdf,1
INV,CND/26-27/844,14-May-26,CFPL,W-202,Avenue Supermarts Limited (Andra Pradesh),Healthy Choice Roasted Sunflower Seeds 100 g,500.0000,20081920,109939.50,140526.zip,140526\D-Mart {844} [Not Final].pdf,1
INV,CND/26-27/844,14-May-26,CFPL,W-202,Avenue Supermarts Limited (Andra Pradesh),Healthy Choice Roasted Pumpkin Seeds 100 g,500.0000,20081920,234877.50,140526.zip,140526\D-Mart {844} [Not Final].pdf,1
INV,CND/26-27/844,14-May-26,CFPL,W-202,Avenue Supermarts Limited (Andra Pradesh),Healthy Choice Roasted Watermelon Seeds 100 g,500.0000,20081920,334125.00,140526.zip,140526\D-Mart {844} [Not Final].pdf,1
INV,CND/26-27/844,14-May-26,CFPL,W-202,Avenue Supermarts Limited (Andra Pradesh),Healthy Choice Chia Seeds 100 g,300.0000,20081930,80843.40,140526.zip,140526\D-Mart {844} [Not Final].pdf,1
INV,CND/26-27/844,14-May-26,CFPL,W-202,Avenue Supermarts Limited (Andra Pradesh),Healthy Choice Roasted Sunflower Seeds 200 g,1000.0000,20081920,208543.50,140526.zip,140526\D-Mart {844} [Not Final].pdf,1
INV,CND/26-27/844,14-May-26,CFPL,W-202,Avenue Supermarts Limited (Andra Pradesh),Healthy Choice Roasted Pumpkin Seeds 200 g,1000.0000,20081920,458469.00,140526.zip,140526\D-Mart {844} [Not Final].pdf,1
INV,CND/26-27/844,14-May-26,CFPL,W-202,Avenue Supermarts Limited (Andra Pradesh),Healthy Choice Roasted Watermelon Seeds 200 g,500.0000,20081920,328482.00,140526.zip,140526\D-Mart {844} [Not Final].pdf,1
INV,CND/26-27/844,14-May-26,CFPL,W-202,Avenue Supermarts Limited (Andra Pradesh),Healthy Choice 5 in 1 Seeds Mix 200gm,500.0000,20081990,172705.50,140526.zip,140526\D-Mart {844} [Not Final].pdf,1
INV,CND/26-27/845,14-May-26,CFPL,W-202,Avenue Supermarts Limited (Andra Pradesh),Premia Breakfast Mix 100g (100005226),150.0000,20081990,105004.35,140526.zip,140526\D-Mart {845} [Not Final].pdf,1
INV,CND/26-27/845,14-May-26,CFPL,W-202,Avenue Supermarts Limited (Andra Pradesh),Premia Nuts & Seeds Mix 100g (100005422),250.0000,20081990,149415.75,140526.zip,140526\D-Mart {845} [Not Final].pdf,1
INV,CND/26-27/845,14-May-26,CFPL,W-202,Avenue Supermarts Limited (Andra Pradesh),Premia Trail Mix 100g ( 100005227),250.0000,20081990,224482.50,140526.zip,140526\D-Mart {845} [Not Final].pdf,1
INV,CND/26-27/846,14-May-26,CFPL,OTHER,Avenue Supermarts Limited,Healthy Choice Roasted Sunflower Seeds 100 g,150.0000,20081920,32981.85,140526.zip,140526\D-Mart {846}.pdf,1
INV,CND/26-27/846,14-May-26,CFPL,OTHER,Avenue Supermarts Limited,Healthy Choice Roasted Pumpkin Seeds 100 g,150.0000,20081920,70463.25,140526.zip,140526\D-Mart {846}.pdf,1
INV,CND/26-27/846,14-May-26,CFPL,OTHER,Avenue Supermarts Limited,Healthy Choice Roasted Watermelon Seeds 100 g,50.0000,20081920,33412.50,140526.zip,140526\D-Mart {846}.pdf,1
INV,CND/26-27/846,14-May-26,CFPL,OTHER,Avenue Supermarts Limited,Healthy Choice Chia Seeds 100 g,250.0000,20081930,67369.50,140526.zip,140526\D-Mart {846}.pdf,1
INV,CND/26-27/846,14-May-26,CFPL,OTHER,Avenue Supermarts Limited,Healthy Choice Roasted Sunflower Seeds 200 g,200.0000,20081920,41708.70,140526.zip,140526\D-Mart {846}.pdf,1
INV,CND/26-27/846,14-May-26,CFPL,OTHER,Avenue Supermarts Limited,Healthy Choice Roasted Pumpkin Seeds 200 g,200.0000,20081920,91693.80,140526.zip,140526\D-Mart {846}.pdf,1
INV,CND/26-27/846,14-May-26,CFPL,OTHER,Avenue Supermarts Limited,Healthy Choice Roasted Watermelon Seeds 200 g,200.0000,20081920,131392.80,140526.zip,140526\D-Mart {846}.pdf,1
INV,CND/26-27/846,14-May-26,CFPL,OTHER,Avenue Supermarts Limited,Healthy Choice 5 in 1 Seeds Mix 200gm,500.0000,20081990,172705.50,140526.zip,140526\D-Mart {846}.pdf,1
INV,CND/26-27/847,14-May-26,CFPL,W-202,Avenue Supermarts Limited,Premia Breakfast Mix 100g (100005226),50.0000,20081990,35001.45,140526.zip,140526\D-Mart {847}.pdf,1
INV,CND/26-27/847,14-May-26,CFPL,W-202,Avenue Supermarts Limited,Premia Nuts & Seeds Mix 100g (100005422),50.0000,20081990,29883.15,140526.zip,140526\D-Mart {847}.pdf,1
INV,CND/26-27/847,14-May-26,CFPL,W-202,Avenue Supermarts Limited,Premia Trail Mix 100g ( 100005227),50.0000,20081990,44896.50,140526.zip,140526\D-Mart {847}.pdf,1
CN,CF/CN/26-27/72,14-May-26,CFPL,W-202,Avenue Supermarts Limited (Jaipur),Premia Cashew Black Pepper 100 Gm,2.4000,20081910,2378.16,140526.zip,140526\D-Mart {CN72}.pdf,1
INV,CND/26-27/840,14-May-26,CFPL,W-202,ENTERPRISING MAA PRIVATE LIMITED,Dryfruit Instant Energy Laddubar Bites 9gm,145.5000,21069099,83662.50,140526.zip,140526\EMPL [CFPL] {840} (14th May).pdf,1
INV,CDPL/26-27/75,14-May-26,CDPL,W-202,Glorious Enterprise,KG AL BARAKAH DATE,500.0000,20079990,120000.00,140526.zip,140526\Glorious [CDPL] {75} (14th May).pdf,1
INV,CDPL/26-27/75,14-May-26,CDPL,W-202,Glorious Enterprise,Wet Dates Safavi,250.0000,08041020,66250.00,140526.zip,140526\Glorious [CDPL] {75} (14th May).pdf,1
INV,CND/26-27/833,14-May-26,CFPL,W-202,Glorious Enterprise,King Solomon Medjoul Dates 500 Gms,800.0000,08041020,840000.00,140526.zip,140526\Glorious [CFPL] {833} (14th May).pdf,1
INV,CND/26-27/822,14-May-26,CFPL,W-202,Handful of Health Private Limited,Cheese Cashew,105.0000,20081910,94500.00,140526.zip,140526\HOH [CFPL] {PO00005} [822] (14th May).pdf,1
INV,CND/26-27/823,14-May-26,CFPL,W-202,Handful of Health Private Limited,Cheese Cashew,45.0000,20081910,40500.00,140526.zip,140526\HOH [CFPL] {PO00146} [823] (14th May).pdf,1
INV,CND/26-27/821,14-May-26,CFPL,W-202,Handful of Health Private Limited,Macadamia Kernel Style,0.3400,20081999,714.00,140526.zip,140526\HOH [CFPL] {PO00173} [821] (14th May).pdf,1
INV,CND/26-27/836,14-May-26,CFPL,W-202,Mie Foods India Private Limited,Dark Chocolate Coated Almond Stuffed Khalas Single,280.0000,18069010,87640.00,140526.zip,140526\Mie Foods [CFPL] {836} (14th May).pdf,1
INV,CND/26-27/836,14-May-26,CFPL,W-202,Mie Foods India Private Limited,Dark Chocolate Coated Cashew Stuffed Khalas Single,165.0000,18069010,51645.00,140526.zip,140526\Mie Foods [CFPL] {836} (14th May).pdf,1
INV,CND/26-27/834,14-May-26,CFPL,OTHER,PRASHANT CORNER PRIVATE LIMITED,Roasted & Salted Cashew,100.0000,20081910,116000.00,140526.zip,140526\PRASHANT CORNER [CFPL] {834} (14th May).pdf,1
INV,CND/26-27/835,14-May-26,CFPL,OTHER,Reliance Consumer Products Limited,GOOD LIFE FLAX SEED 100G,573.0000,20081920,103426.50,140526.zip,140526\RCPL [CFPL] {835} (14th May).pdf,1
INV,CND/26-27/835,14-May-26,CFPL,OTHER,Reliance Consumer Products Limited,GOOD LIFE PUMPKIN SEED 100G,990.0000,20081920,475893.00,140526.zip,140526\RCPL [CFPL] {835} (14th May).pdf,1
INV,CND/26-27/835,14-May-26,CFPL,OTHER,Reliance Consumer Products Limited,GOOD LIFE CHIA SEED 100G,2043.0000,12079990,616168.80,140526.zip,140526\RCPL [CFPL] {835} (14th May).pdf,1
INV,CND/26-27/835,14-May-26,CFPL,OTHER,Reliance Consumer Products Limited,GOOD LIFE SUNFLOWER SEED 100G,531.0000,20081920,116554.50,140526.zip,140526\RCPL [CFPL] {835} (14th May).pdf,1
INV,CND/26-27/825,14-May-26,CFPL,OTHER,R K WorldInfocom pvt ltd ( Uttar Pradesh ),"Solimo Premium Raisins,",12.0000,08062010,5675.04,140526.zip,140526\RK [CFPL] {HLK1} [75BWHQPL] {825} (14th May).pdf,1
INV,CND/26-27/825,14-May-26,CFPL,OTHER,R K WorldInfocom pvt ltd ( Uttar Pradesh ),Solimo Premium Pista Kernels - Plain 250g ( B07Q1Z293G),6.0000,08025200,14945.52,140526.zip,140526\RK [CFPL] {HLK1} [75BWHQPL] {825} (14th May).pdf,1
INV,CND/26-27/825,14-May-26,CFPL,OTHER,R K WorldInfocom pvt ltd ( Uttar Pradesh ),Raisins 200G ( B07GRBFFMR) FBA,10.0000,08062010,4496.00,140526.zip,140526\RK [CFPL] {HLK1} [75BWHQPL] {825} (14th May).pdf,1
INV,CND/26-27/825,14-May-26,CFPL,OTHER,R K WorldInfocom pvt ltd ( Uttar Pradesh ),"Vedaka Popular Raisins,",10.0000,08062010,4386.80,140526.zip,140526\RK [CFPL] {HLK1} [75BWHQPL] {825} (14th May).pdf,1
INV,CND/26-27/825,14-May-26,CFPL,OTHER,R K WorldInfocom pvt ltd ( Uttar Pradesh ),"Popular Raisins, 500 g ( B07GR3S1RR)",10.0000,08062010,4415.60,140526.zip,140526\RK [CFPL] {HLK1} [75BWHQPL] {825} (14th May).pdf,1
INV,CND/26-27/825,14-May-26,CFPL,OTHER,R K WorldInfocom pvt ltd ( Uttar Pradesh ),Vedaka Premium Whole Cranberries 200g ( B07GR2G678),10.0000,20089300,5504.50,140526.zip,140526\RK [CFPL] {HLK1} [75BWHQPL] {825} (14th May).pdf,1
INV,CND/26-27/825,14-May-26,CFPL,OTHER,R K WorldInfocom pvt ltd ( Uttar Pradesh ),Vedaka Dried Sweetened Blueberries 100gm ( B07GR24VMZ),5.0000,20089919,6754.50,140526.zip,140526\RK [CFPL] {HLK1} [75BWHQPL] {825} (14th May).pdf,1
INV,CND/26-27/825,14-May-26,CFPL,OTHER,R K WorldInfocom pvt ltd ( Uttar Pradesh ),Vedaka Premium Whole Cranberries 100g B07GR24VMV,8.0000,20089300,4512.00,140526.zip,140526\RK [CFPL] {HLK1} [75BWHQPL] {825} (14th May).pdf,1
