article,entity,raw_process_category,cycle_archetype,stage_seq,stage_bucket,stage_label,create_wip_operation,input_code,input_kind,output_code,output_kind
Cranberry Date Balls 48 gms,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0120,SFG
Cranberry Date Balls 48 gms,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0120,SFG,FG,FG
Cranberry Whole 230g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Crunchy Caramel Trail Mix,cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0121,SFG
Crunchy Caramel Trail Mix,cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0121,SFG,FG,FG
Crunchy Caramel Trail Mix 230g,cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0121,SFG
Crunchy Caramel Trail Mix 230g,cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0121,SFG,FG,FG
Curate Anjeer 200g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Curate Cashews 200g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Curate Cashews 500g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Curate Mamra Almonds 200g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Curate Oriental Dates 500gm,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Curate Pista Pishori 200g,cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0124,SFG
Curate Pista Pishori 200g,cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0124,SFG,FG,FG
Curate Prunes 200g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Curate Roasted Hazelnuts 200g,cfpl,Sorting + Roasting + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,Roasting,RM,RM,SFG0125,SFG
Curate Roasted Hazelnuts 200g,cfpl,Sorting + Roasting + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0125,SFG,FG,FG
Curate Roasted Hazelnuts 550g Jr,cfpl,Sorting + Roasting + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,Roasting,RM,RM,SFG0125,SFG
Curate Roasted Hazelnuts 550g Jr,cfpl,Sorting + Roasting + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0125,SFG,FG,FG
Daily Mewa Healthy Mix,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0126,SFG
Daily Mewa Healthy Mix,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0126,SFG,FG,FG
Dark Almond Draggies,cfpl,Sorting + Roasting + Chocolate (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting + Enrobe / Choco-Coat,Roasting + Enrobe / Choco-Coat,RM,RM,SFG0127,SFG
Dark Almond Draggies,cfpl,Sorting + Roasting + Chocolate (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0127,SFG,FG,FG
Dark Chocolate Coated Almond Stuffed Khalas Single,cfpl,De-Seeding+Sorting+Stuffing+Enrobing+Flow Wrap+Sorting+Master Carton,B: Transform->Pack (in-line),1,Create WIP,Create WIP: De-Seeding + Stuffing + Enrobe / Choco-Coat,De-Seeding + Stuffing + Enrobe / Choco-Coat,RM,RM,SFG0128,SFG
Dark Chocolate Coated Almond Stuffed Khalas Single,cfpl,De-Seeding+Sorting+Stuffing+Enrobing+Flow Wrap+Sorting+Master Carton,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0128,SFG,FG,FG
Dark Chocolate Coated Cashew Stuffed Khalas Single,cfpl,De-Seeding+Sorting+Stuffing+Enrobing+Flow Wrap+Sorting+Master Carton,B: Transform->Pack (in-line),1,Create WIP,Create WIP: De-Seeding + Stuffing + Enrobe / Choco-Coat,De-Seeding + Stuffing + Enrobe / Choco-Coat,RM,RM,SFG0129,SFG
Dark Chocolate Coated Cashew Stuffed Khalas Single,cfpl,De-Seeding+Sorting+Stuffing+Enrobing+Flow Wrap+Sorting+Master Carton,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0129,SFG,FG,FG
Dark Chocolate Coated Macadamia 110g,cfpl,Sorting + Roasting + Chocolate + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting + Enrobe / Choco-Coat,Roasting + Enrobe / Choco-Coat,RM,RM,SFG0130,SFG
Dark Chocolate Coated Macadamia 110g,cfpl,Sorting + Roasting + Chocolate + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0130,SFG,FG,FG
Date Balls Coated Coconut (22G X 3),cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0131,SFG
Date Balls Coated Coconut (22G X 3),cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0131,SFG,FG,FG
Date Balls Coated Dark (22g x 3),cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0132,SFG
Date Balls Coated Dark (22g x 3),cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0132,SFG,FG,FG
Date Balls Coated Milk (22g x 3),cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0133,SFG
Date Balls Coated Milk (22g x 3),cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0133,SFG,FG,FG
Date Balls Coated White (22g x 3),cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0134,SFG
Date Balls Coated White (22g x 3),cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0134,SFG,FG,FG
Date Bites 9gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0136,SFG
Date Bites 9gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0136,SFG,FG,FG
Date Mewa Bon Bon Laddu (18g x 3),cfpl,Sorting + Blending + Bar Forming + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Date Mewa Festive Gifting & Feast Parcel 500gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0137,SFG
Date Mewa Festive Gifting & Feast Parcel 500gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0137,SFG,FG,FG
Date Mewa Ladu 18gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0138,SFG
Date Mewa Ladu 18gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0138,SFG,FG,FG
Dates Delight Khajur Pak 375gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0139,SFG
Dates Delight Khajur Pak 375gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0139,SFG,FG,FG
Dates Mewa Assorted 210gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0140,SFG
Dates Mewa Assorted 210gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0140,SFG,FG,FG
Dates Mewa Classic 210gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0141,SFG
Dates Mewa Classic 210gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0141,SFG,FG,FG
Dehydrated Ginger,cfpl,Sorting (Bulk Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Delmonte Cranberries 130gm,cfpl,Sorting + Blanching + Slicing/Dicing/Slivering + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Delmonte Prunes 130g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Delmonte Prunes 130g [1 Case x 40 unit],cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Delmonte Prunes 340g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Delmonte Prunes 340g [1 Case x 20 unit],cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Delmonte Royal Arabian dates 200g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Delmonte Royal Arabian dates 200g [1 Case x 36 unit] Promo,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Delmonte Royal Arabian dates 500g,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Delmonte Royal Arabian dates 500g [1 Case x 24 unit] Non-Promo,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Delmonte Royal Arabian dates 500g [1 Case x 24 unit] Promo,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Delmonte Royal Fard Dates 200gm,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Delmonte Royal Fard Dates 200gm [1 Case x 36 unit] Non-Promo,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Delmonte Royal Fard Dates 200gm [1 Case x 36 unit] Promo,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Delmonte Royal Fard Dates 500gm,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Delmonte Royal Fard Dates 500gm [1 Case x 24 unit] Non-Promo,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Delmonte Royal Fard Dates 500gm [1 Case x 24 unit] Promo,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Deri Dates 250g (1359841),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Diced Almond,cfpl,Sorting + Blanching + Slicing/Dicing/Slivering (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blanch & Slice,Blanch & Slice,RM,RM,SFG0142,SFG
Diced Almond,cfpl,Sorting + Blanching + Slicing/Dicing/Slivering (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0142,SFG,FG,FG
Dr Batra#s Hair Health Protein Bar 35gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0143,SFG
Dr Batra#s Hair Health Protein Bar 35gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0143,SFG,FG,FG
Dragees Dark Cranberry,cfpl,Sorting + Roasting + Chocolate (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting + Enrobe / Choco-Coat,Roasting + Enrobe / Choco-Coat,RM,RM,SFG0144,SFG
Dragees Dark Cranberry,cfpl,Sorting + Roasting + Chocolate (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0144,SFG,FG,FG
Dragees Milk Cranberry,cfpl,Sorting + Roasting + Chocolate (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting + Enrobe / Choco-Coat,Roasting + Enrobe / Choco-Coat,RM,RM,SFG0145,SFG
Dragees Milk Cranberry,cfpl,Sorting + Roasting + Chocolate (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0145,SFG,FG,FG
Dragees White Cranberry,cfpl,Sorting + Roasting + Chocolate (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting + Enrobe / Choco-Coat,Roasting + Enrobe / Choco-Coat,RM,RM,SFG0146,SFG
Dragees White Cranberry,cfpl,Sorting + Roasting + Chocolate (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0146,SFG,FG,FG
Drangees Dark Almond,cfpl,Sorting + Roasting + Chocolate (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting + Enrobe / Choco-Coat,Roasting + Enrobe / Choco-Coat,RM,RM,SFG0147,SFG
Drangees Dark Almond,cfpl,Sorting + Roasting + Chocolate (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0147,SFG,FG,FG
Dried Blueberry 100gm,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Dried Cranberry 100gm,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Dried Cranberry Sliced,cfpl,Sorting + Blanching + Slicing/Dicing/Slivering + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Dried Cranberry Whole,cfpl,Sorting (Bulk Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Dried Kiwi,cfpl,Sorting (Bulk Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Dried Mango Loose,cfpl,Sorting (Bulk Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Dried Masala Kiwi,cfpl,Flavouring (Bulk Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Dried Masala Mango,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0148,SFG
Dried Masala Mango,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0148,SFG,FG,FG
Dried Masala Pineapple,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0149,SFG
Dried Masala Pineapple,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0149,SFG,FG,FG
Dried Prunes (Pitted),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Dried Raspberry,cfpl,Sorting (Bulk Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Dry Fruit Hamper,cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0150,SFG
Dry Fruit Hamper,cfpl,Flavouring + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0150,SFG,FG,FG
Dryfruit Instant Energy LadduBar Pack of 5,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0153,SFG
Dryfruit Instant Energy LadduBar Pack of 5,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0153,SFG,FG,FG
Dryfruit Instant Energy Laddubar Bites 9gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0152,SFG
Dryfruit Instant Energy Laddubar Bites 9gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0152,SFG,FG,FG
Dryfruit instant Energy laddu Bar 35gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0151,SFG
Dryfruit instant Energy laddu Bar 35gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0151,SFG,FG,FG
Energy Bar - Choco Crunch 30gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0154,SFG
Energy Bar - Choco Crunch 30gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0154,SFG,FG,FG
Energy Bar - Fig & Dates 30gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0155,SFG
Energy Bar - Fig & Dates 30gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0155,SFG,FG,FG
Energy Bar - Hazelnut Magic 30gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0156,SFG
Energy Bar - Hazelnut Magic 30gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0156,SFG,FG,FG
Energy Bar - Oats & Apricot 30gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0157,SFG
Energy Bar - Oats & Apricot 30gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0157,SFG,FG,FG
Energy Bars Oats and Dates (Pack of 6) 210gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,Blend & Form,RM,RM,SFG0158,SFG
Energy Bars Oats and Dates (Pack of 6) 210gm,cfpl,Sorting + Blending + Bar Forming + Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0158,SFG,FG,FG
Extra Cheese Seasoning (UNC) 1Kg,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0159,SFG
Extra Cheese Seasoning (UNC) 1Kg,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0159,SFG,FG,FG
Extra Cheese Seasoning Extreme,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0160,SFG
Extra Cheese Seasoning Extreme,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0160,SFG,FG,FG
Extra Cheese Seasoning-UNC( Malaysian) 15kg,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0161,SFG
Extra Cheese Seasoning-UNC( Malaysian) 15kg,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0161,SFG,FG,FG
Extra Cheese Seasoning-UNC( Malaysian) 1kg,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0161,SFG
Extra Cheese Seasoning-UNC( Malaysian) 1kg,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0161,SFG,FG,FG
Extreme Cheese Seasoning( Malaysian) 1kg,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,Roast & Flavour/Salt,RM,RM,SFG0162,SFG
Extreme Cheese Seasoning( Malaysian) 1kg,cfpl,Flavouring (Bulk Packaging,B: Transform->Pack (in-line),2,Final FG,Packing,,SFG0162,SFG,FG,FG
Ez Almond California Bold Loose,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ez Almond California Regular Loose,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ez Almond Mammra Regular Loose,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ez Almond Mamra Regular Loose (1459019),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ez Almond Rstd Salted Loose,cfpl,Sorting + Packaging,C: Pack of existing SFG,1,Final FG,Packing,,SFG0261,SFG,FG,FG
Ez Anjeer Small Loose,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ez Black Raisin Loose (1459026),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ez Black Raisin Seedless Loose,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ez Blue Berry Loose,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ez Cashew 210 Loose,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ez Cashew 240 Loose,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ez Cashew 320 Loose,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ez Cashew 4pc Loose,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ez Cashew Roasted Salted Loose,cfpl,Sorting + Roasting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ez Chilean Walnut Giri Regular Loose,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ez Chilean Walnut Giri Small Loose (1459038),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ez Cranberry Loose,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ez Dried Apricot Loose,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ez Green Pista Loose (1459047),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ez Honey Amla Loose (1459048),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ez Khurmani Wet Apricot Loose (1459052),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ez Kishmish Afghani Loose,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ez Mix Dry Fruit Regular Loose (1459062),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ez Munakka Loose,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ez Pista Roasted Salted Akbari Loose,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ez Pista Roasted Salted Irani Loose,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ez Walnut Broken Loose,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
Ez Walnut Whole Loose,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
FABSTA ALMOND 100G,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
FABSTA ALMOND 200G,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
FABSTA ALMOND 500G,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
FABSTA ALMOND REGULAR 100G,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
FABSTA ALMOND REGULAR 200G,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
FABSTA ALMOND REGULAR 500G,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
FABSTA Apricots Dry 100gm,cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
FABSTA BLACK RAISINS 100G (1455547),cfpl,Sorting + Packaging,D: Pack-only,1,Final FG,Sorting + Packing,,RM,RM,FG,FG
